long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.047,37.604,2023,NT,8.5,sc42,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.243,35.907,59.0,0.368,4.29,11.87,3.792,23.469,37.34,-10.85,0.082,0.061,0.049,0.076
-110.047,37.604,2023,NT,8.5,sc43,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.132,37.034,67.0,0.447,6.07,10.37,2.595,24.468,37.74,-14.57,0.132,0.078,0.051,0.076
-110.047,37.604,2023,NT,8.5,sc44,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.038,35.932,55.0,0.52,8.45,8.61,3.509,23.998,36.49,-10.82,0.111,0.102,0.052,0.078
-110.047,37.604,2023,NT,8.5,sc45,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.678,36.556,54.0,0.04,6.96,7.6,3.402,25.152,37.72,-10.3,0.086,0.065,0.043,0.051
-110.047,37.604,2023,NT,8.5,sc46,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.883,36.75,85.0,0.042,4.75,4.74,1.795,24.195,38.12,-12.74,0.091,0.063,0.042,0.101
-110.047,37.604,2023,NT,8.5,sc47,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.501,35.206,62.0,0.129,13.96,9.9,2.486,24.685,35.86,-16.73,0.1,0.076,0.045,0.073
-110.047,37.604,2023,NT,8.5,sc48,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.446,36.289,76.0,0.746,3.73,15.04,0.127,24.422,37.96,-19.41,0.083,0.05,0.057,0.071
-110.047,37.604,2023,NT,8.5,sc49,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.653,35.382,68.0,0.504,7.84,10.62,1.866,23.755,35.82,-10.02,0.135,0.075,0.052,0.106
-110.047,37.604,2023,NT,8.5,sc50,0.0,0.0,78.505,4.673,10.28,0.0,0.0,5.51,34.988,48.0,0.497,11.77,15.12,4.162,23.365,36.4,-9.97,0.134,0.087,0.052,0.103
-110.047,37.604,2023,NT,8.5,sc51,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.721,37.725,49.0,0.001,7.57,4.33,3.866,24.61,38.85,-10.83,0.135,0.093,0.042,0.106
